user_name,tweet_id,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,Text,hashtags,source,is_retweet,word,Datetime,Sentiment
Blessings,1.64075e+18,Zimbabwean,I am here to retweet good tweets and comment on key issues . Basically enjoy the bird 🐦 app.,2018-08-03 08:37:46+00:00,416,882,20999,False,2023-03-28 16:33:09+00:00, us million gold money is missing in zimbabwe officially exported kg of gold to uae for us ,,Twitter Web App,False,1,2023-03-28,Negative
TBTF Lab,1.64075e+18,Canada,"See where the smart money goes! Visualizing the betting market movement will help you place a better bet. If you want a free trial, contact us: info@tbtf.ca",2019-10-26 17:30:31+00:00,249,177,28,False,2023-03-28 16:33:02+00:00,friendlies uaetha the betting market had another drop to thailand ah what is going on with uae can uae bea ,"['Friendlies', 'UAETHA', 'Thailand', 'UAE', 'UAE']",Twitter for Mac,False,1,2023-03-28,Neutral
Amigo🇿🇼,1.64075e+18,Republic of Mozambique,I love my life,2018-06-16 00:12:06+00:00,1664,3148,39272,False,2023-03-28 16:32:58+00:00, us million gold money is missing in zimbabwe officially exported kg of gold to uae for us ,,Twitter for Android,False,1,2023-03-28,Negative
waheb zaidi🇵🇰,1.64075e+18,"Lahore, Pakistan","“Knowledge speaks, but wisdom listens.”",2018-01-08 19:20:54+00:00,75,710,3799,False,2023-03-28 16:32:45+00:00, chacha gee aap uae team ma chaley jaien please ,,Twitter for Android,False,1,2023-03-28,Neutral
Christos Rajab,1.64075e+18,Dubai,#Economic analyst | Passionate about #financial markets & policymaking | Promoting sustainable growth | @PostEconomy  #Finance #Sustainability @SustDev 🇦🇪,2022-02-16 12:34:22+00:00,312,109,317,False,2023-03-28 16:32:30+00:00,proud to see the uae government taking a leading role in the fight against climatechange the netzero chart ,"['UAE', 'climateChange', 'NetZero']",Twitter Web App,False,1,2023-03-28,Positive
MarkQuarter,1.64075e+18,,Quarterly market news coverage,2015-07-16 04:46:29+00:00,659,4997,70182,False,2023-03-28 16:32:27+00:00, minister of foreign affairs eli cohen and united arab emirates ambassador to israel mohamed al khaja signed a customs agree ,,Twitter Web App,False,1,2023-03-28,Negative
💙عام آدمی 🇵🇰🇵🇰,1.64075e+18,"Punjab, Pakistan",الحمداللہ مسلمان ہونے پر  فخر پاکستانی ہونے پر فخر  ❤❤,2019-02-08 12:28:13+00:00,304,4504,2005,False,2023-03-28 16:32:23+00:00, uae amp israel signs pact to launch billion free trade deal ,,Twitter for Android,False,1,2023-03-28,Positive
Ali Aliyev,1.64075e+18,⁦🏳️⁩Wherever there is peace⁦⁦,"Father
At the age of 42, positive strength💪😊
Industrial Design Engineer
I wish the technology used in advanced military science was for peace and friendship❤",2020-06-04 10:28:54+00:00,4571,4830,19786,False,2023-03-28 16:32:12+00:00, does this mean that america has taken refuge in saudi arabia uae and bahrain due to its weakness ,,Twitter for Android,False,1,2023-03-28,Negative
SWETANK MOHANTY,1.64075e+18,"Bengaluru, KA, India",Techie geek. #Cricket enthusiast. #T20WorldCup #T20WorldCupFinal #LiveTheGame #WTC23 #CWCSL23 #SRKian #CricketTwitter #WTCFinal #CWC23,2020-10-29 14:26:14+00:00,72,367,842,False,2023-03-28 16:32:08+00:00, highest partnership for png in odis tony ura amp kiplin doriga v uae hiri hiri amp sese bau v uae lega siaka amp ,,Twitter for Android,False,1,2023-03-28,Neutral
Alison Charles🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺🏴󠁧󠁢󠁳󠁣󠁴󠁿,1.64075e+18,,Out with all tories.🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺,2020-05-18 18:43:37+00:00,464,708,22090,False,2023-03-28 16:32:06+00:00, today rishisunak appointed gareth johnson as trade champion for the united arab emirates even tho the uae says we sho ,['RishiSunak'],Twitter Web App,False,1,2023-03-28,Neutral
AB🎏รีเฟรชชิ่ง🎐(ติ้กถูกสีฟ้า),1.64075e+18,,,2020-01-24 01:33:58+00:00,151,1309,58387,False,2023-03-28 16:32:05+00:00, my brother mohammed bin rashid and i were briefed on the ongoing preparations to host cop later this year entities ,,Twitter for Android,False,1,2023-03-28,Neutral
MUHAMMAD عباسی Waqar,1.64075e+18,Al qussim buraydah ,"#کی_محمدسےوفاتونےتوہم_تیرےہیں
#یہ_جہاں_چیزہےکیالوح_وقلم_تیرےہیں",2019-01-20 06:20:32+00:00,15873,15163,121673,False,2023-03-28 16:32:00+00:00, shadab khan receives uae s golden visa pakistan uae ,"['Pakistan', 'UAE']",Twitter for Android,False,1,2023-03-28,Positive
Sora,1.64075e+18,love my boyfriend,"he/him, 4teen — never talk to danes // mw hina (love u sm)",2021-12-12 15:52:22+00:00,282,289,3823,False,2023-03-28 16:31:55+00:00, how did uae u how,,Twitter for iPhone,False,1,2023-03-28,Neutral
Desiboy,1.64075e+18,,,2019-10-04 16:09:14+00:00,139,72,66503,False,2023-03-28 16:31:30+00:00, today rishisunak appointed gareth johnson as trade champion for the united arab emirates even tho the uae says we sho ,['RishiSunak'],Twitter for iPad,False,1,2023-03-28,Neutral
Ⱥsచįŋ,1.64075e+18,"Kerala, India",Lalettan ❣️,2021-06-12 04:06:42+00:00,1001,843,33570,False,2023-03-28 16:31:25+00:00, atbb second cr grosser in mollywood first cr club malayalam movie in overseas top grossing malayalam movie in uae g ,,Twitter for Android,False,1,2023-03-28,Positive
Kausthub Gudipati,1.64075e+18,,"A cricket lover who likes finding its stats, patterns and trivia. Bylines for @CricXtasy and @cricketracker.",2015-06-14 11:37:40+00:00,39890,830,73587,False,2023-03-28 16:31:23+00:00,highest partnership for png in odis tony ura amp kiplin doriga v uae hiri hiri amp sese bau v uae le ,,Twitter Web App,False,1,2023-03-28,Neutral
sohaibdawar,1.64075e+18,"Abu Dhabi, United Arab Emirate",I Love pakistan I Love Imran khan AProud muslim pakistan & insufion.🇵🇰Whatever you are good me,2022-05-08 00:17:11+00:00,409,731,292780,False,2023-03-28 16:31:01+00:00, faridkhan shadab khan receives uae golden visa ,,Twitter for Android,False,1,2023-03-28,Positive
ചിറയ്ക്കൽ ശ്രീഹരി 𓃵⚓,1.64075e+18,കേരളം, movie lover (ലാലേട്ടൻ) TWEETS ARE STRICTLY PERSONAL ,2021-09-05 22:39:00+00:00,241,364,4311,False,2023-03-28 16:31:00+00:00, goat lucifermovie overseas uae gcc ksa rowreported na uk australia a ,['LuciferMovie'],Twitter for iPhone,False,1,2023-03-28,Neutral
ROKY,1.64075e+18,Bulgaria,,2021-07-24 14:48:53+00:00,69,117,7275,False,2023-03-28 16:30:55+00:00, ukraine will receive modern mirage fighters intelligence online according to the publication france wants to bu ,,Twitter Web App,False,1,2023-03-28,Positive
Hugh Terry 💙♥️,1.64075e+18,"Reading, England","Actor, Voice Artist🎭 Music Freak🎸Socialist🌹#SaveOurNHS💙 Legalise💊 #RejoinEU⭐ #GreenNewDeal🌏 #WealthTax🤑 #GTTO🐟 #BLM🖤🇪🇺🌈🎗☮☯️",2010-11-16 13:18:07+00:00,6690,2262,855529,False,2023-03-28 16:30:49+00:00, today rishisunak appointed gareth johnson as trade champion for the united arab emirates even tho the uae says we sho ,['RishiSunak'],Twitter for iPhone,False,1,2023-03-28,Neutral
Uzay Bulut,1.64075e+18,,Journalist. PhD candidate. Research fellow @philosproject. Born in Turkey; writing about my homeland and the region. Views=mine.,2020-10-07 19:32:15+00:00,7572,1493,18633,False,2023-03-28 16:30:43+00:00, in the uae foreigners are allowed personal religious freedom but not the freedom to share their faith ,,Twitter for iPhone,False,1,2023-03-28,Neutral
MUNICH YORKIE,1.64075e+18,OHIO,"Fall of Life & Winter fast approacheth      
ARMY SECURTIY AGENCY 1957-58",2010-03-05 19:00:50+00:00,403,108,424,False,2023-03-28 16:30:34+00:00, china now owns the middle east it signals the end of the abraham accords that glued together the uae bahrain and moroc ,,Twitter for Android,False,1,2023-03-28,Neutral
me🇺🇸,1.64075e+18,,,2014-01-19 18:50:05+00:00,434,713,65951,False,2023-03-28 16:30:29+00:00, kenya signs deal with saudi arabia and uae to buy oil with kenyan shillings instead of us dollars ,,Twitter for Android,False,1,2023-03-28,Neutral
Mirangela VM,1.64075e+18,,,2020-05-08 03:40:27+00:00,13,90,78355,False,2023-03-28 16:30:29+00:00, tally on spotify daily songs chart indonesia philippines ,,Twitter for Android,False,1,2023-03-28,Neutral
ANANDKRISHNAN V IYER,1.64075e+18,"Thane, Maharashtra",,2013-04-16 11:35:27+00:00,15,53,48,False,2023-03-28 16:30:20+00:00, india pakistan all matches in uae,,Twitter for Android,False,1,2023-03-28,Neutral
Elie Hussein,1.64075e+18,Dubai,"Enthusiast of #finance & #markets. Pouring over data and analyzing #trends to identify the best #investment opportunities 
@investinisrael @ARKInvest 🇮🇱to🇦🇪",2022-02-16 03:09:16+00:00,377,135,279,False,2023-03-28 16:30:14+00:00,the uae government is stepping up its efforts to combat climatechange by signing the net zero charter let s ,"['UAE', 'climateChange']",Twitter Web App,False,1,2023-03-28,Neutral
Aswathy,1.64075e+18,,,2023-01-09 14:58:18+00:00,8,82,2461,False,2023-03-28 16:30:11+00:00, extremist muslim malayalis are not only in kerala even in uae ,,Twitter for Android,False,1,2023-03-28,Neutral
Jumeira Rotana,1.64075e+18,Dubai,Discover the art of modern day living at Jumeira Rotana Dubai. This 4 star Dubai hotel exceeds the standards where your comfort comes first.,2011-10-18 10:00:03+00:00,4082,624,568,False,2023-03-28 16:30:09+00:00,experience a sumptuous iftar buffet under the stars at jumeira rotana early bird discount to save book now ,,Twitter for Android,False,1,2023-03-28,Positive
GET HELP ° ASSIGNMENT °ESSAYS °ECONOMIC EXAMS etc,1.64075e+18,Math Help Service Centre ,"YOU HAVE HOMEWORK? 
                  £Cashapp, 𝑷𝒂𝒚𝑷𝒂𝒍 𝒂𝒄𝒄𝒆𝒑𝒕𝒆𝒅!",2020-10-18 08:50:17+00:00,509,664,2174,False,2023-03-28 16:30:01+00:00, we have a great team that offers you excellent homework help service with biology geography philosophy psychology mathemat ,,Zlappo.com,False,1,2023-03-28,Positive
Lei Zhang | 张磊,1.64075e+18,🇬🇧🇪🇺🇨🇳,Asso. Prof. @TheCHBH @UoB_SoP @IMH_UoB | #CogCompNeuro | Prev. @ScanUnit @SysNeuroHamburg | @eLifeCommunity Ambassador | Chair @capbs2. Tweets are my own.,2012-09-15 19:58:40+00:00,3891,5000,21204,False,2023-03-28 16:29:56+00:00, proud of this new study developed with non weird autism communities in the uae please rt wider web is a st of i ,,Twitter for iPhone,False,1,2023-03-28,Positive
Katie James,1.64075e+18,Leeds West Yorks,"Wife, mother (since 22/1/2013) sister, daughter, friend, runner, swimmer, worker bee. I enjoy socialising, reading, cooking, and running.",2012-01-19 21:29:42+00:00,1411,1383,423595,False,2023-03-28 16:29:19+00:00, today rishisunak appointed gareth johnson as trade champion for the united arab emirates even tho the uae says we sho ,['RishiSunak'],Twitter for Android,False,1,2023-03-28,Neutral
R3dD4WG,1.64075e+18,Earth right here right now,"Cut the misinformation,disinformation,entertainment & look for whats not sensationalized u might find real news
backup:@R3dD0ggy",2014-02-09 00:34:13+00:00,1344,2125,33187,False,2023-03-28 16:29:13+00:00, almoayed us uk saudi uae aggression amp their allies against yemen duration of aggression until is months da ,"['US', 'UK', 'SAUDI', 'UAE', 'YEMEN']",Twitter for Android,False,1,2023-03-28,Neutral
CcarPrice UAE,1.64075e+18,Dubai United Arab Emrates,"Ccarprice UAE is providing the Latest cars, Classic cars, muscle cars, exotic cars, supercars, everyday cars,All models. #UAEcars #NewCars #car #cars #ccarprice",2021-04-24 04:11:40+00:00,9,1,108,False,2023-03-28 16:29:06+00:00, mercedes benz a matic sedan price in uae mercedes mercedes a sedan ,"['Mercedes', 'Mercedes2024', 'A220', 'Sedan']",Twitter Web App,False,1,2023-03-28,Neutral
Balaaj Khan,1.64075e+18,,,2023-03-17 17:45:54+00:00,38,83,208,False,2023-03-28 16:28:53+00:00, through military diplomacy uae pakistan assistance program funds of rs billion were acquired for execution of followi ,,Twitter for Android,False,1,2023-03-28,Negative
Kiiroi Sensenkô,1.64075e+18,,,2021-09-09 02:43:44+00:00,0,6,120,False,2023-03-28 16:28:52+00:00, kenya signs deal with saudi arabia and uae to buy oil with kenyan shillings instead of us dollars ,,Twitter for Android,False,1,2023-03-28,Neutral
Waseem Rauf,1.64075e+18,"Sharjah, United Arab Emirates",BleedCricket | Cricket Expert,2022-11-10 04:53:43+00:00,1,18,8,False,2023-03-28 16:28:43+00:00,shadab khan receives uae golden visa uaegoldenvisa shadabkhan uae cricket news ,"['uaegoldenvisa', 'ShadabKhan', 'UAE', 'Cricket_News']",Twitter for iPhone,False,1,2023-03-28,Positive
@mulaudzi_mushe,1.64075e+18,,,2023-03-10 03:46:30+00:00,8,102,44,False,2023-03-28 16:28:37+00:00, mexico has formally applied for brics membership along with about other countries such as saudi arabia uae nigeria et ,,Twitter for Android,False,1,2023-03-28,Negative
Ꭾꜱʏᴄʜᴏ ⳻᷼⳺,1.64075e+18,,PROUD TO BE INSAFIAN,2023-03-07 04:15:55+00:00,26,286,5129,False,2023-03-28 16:28:32+00:00, congratulations chachu ifti for golden visa from uae government ,,Twitter for Android,False,1,2023-03-28,Positive
AMERICAN WATCHER ☭,1.64075e+18,,“I have sworn before a picture of the old and mourned comrade Stalin that I won’t rest until I see these capitalist octopuses annihilated.”,2017-08-13 20:00:08+00:00,862,2718,74960,False,2023-03-28 16:28:32+00:00, mexico has formally applied for brics membership along with about other countries such as saudi arabia uae nigeria et ,,Twitter for Android,False,1,2023-03-28,Negative
Bhai Jaan,1.64075e+18,United Kingdom,Humble Human Being. Teacher.  Proud Pakistani ..,2011-10-19 12:13:23+00:00,44,67,1678,False,2023-03-28 16:28:19+00:00, to say i am disappointed violated frustrated is an understatement the murderer has been arrested twice by two diffe ,,Twitter for Android,False,1,2023-03-28,Negative
Syria - The Impossible Revolution,1.64075e+18,,Syria - The Impossible Revolution #Vimeo https://t.co/DIp5gARUJ7 - A film by @RonanLTynan and @AnneDaly19 - @EsperanzaDocs,2018-05-23 11:42:13+00:00,622,584,13087,False,2023-03-28 16:28:06+00:00, remarkable presses on syria bizarre normalisation efforts by uae et al of assad when inflic ,"['Syria', 'UAE', 'Assad']",Twitter for iPhone,False,1,2023-03-28,Positive
TARIK NIAZAI🦀,1.64075e+18,Islamabad 🇵🇰  Ghazni 🇦🇫,"دیوالیہ ملک کا باشندہ ہوں .................................
_____ Account under #shadowban _ No RTs or Likes shown. @ElonMusk  WTH is happening",2023-03-14 23:07:11+00:00,5,31,47,False,2023-03-28 16:28:02+00:00,tragedy of in pakistan small people on high positions imposed by bajwatraitor ex coas the wretched no ,"['Pakistan', 'BajwaTraitor']",Twitter for Android,False,1,2023-03-28,Negative
Syria - The Impossible Revolution,1.64075e+18,,Syria - The Impossible Revolution #Vimeo https://t.co/DIp5gARUJ7 - A film by @RonanLTynan and @AnneDaly19 - @EsperanzaDocs,2018-05-23 11:42:13+00:00,622,584,13087,False,2023-03-28 16:27:59+00:00, beggars belief uae amp saudiarabia so damaged by captagon drug epidemic normalising assad when turned syria into narco ,"['UAE', 'SaudiArabia', 'Captagon', 'Assad', 'Syria']",Twitter for iPhone,False,1,2023-03-28,Neutral
Blessings,1.64075e+18,Zimbabwean,I am here to retweet good tweets and comment on key issues . Basically enjoy the bird 🐦 app.,2018-08-03 08:37:46+00:00,416,882,20999,False,2023-03-28 16:27:58+00:00, dear you reported that zimbabwe exported us billion gold worldwide in however united arab emirat ,,Twitter Web App,False,1,2023-03-28,Neutral
Make Models Thin Again,1.64075e+18,"Beverly Hills, CA",,2010-05-04 04:38:13+00:00,97,44,4099,False,2023-03-28 16:27:50+00:00, ukraine will receive about modern mirage fighterjets which france plans to buy from the uae intelligence onl ,"['Ukraine', 'fighterjets', 'France', 'UAE']",Twitter for iPhone,False,1,2023-03-28,Positive
Syria - The Impossible Revolution,1.64075e+18,,Syria - The Impossible Revolution #Vimeo https://t.co/DIp5gARUJ7 - A film by @RonanLTynan and @AnneDaly19 - @EsperanzaDocs,2018-05-23 11:42:13+00:00,622,584,13087,False,2023-03-28 16:27:47+00:00, after yrs making bringingassadtojustice this was painful reading as exposed cost of indifference for millions of syrian ,['BringingAssadToJustice'],Twitter for iPhone,False,1,2023-03-28,Negative
AnnaKubina,1.64075e+18,"Białystok, Polska",,2022-02-28 16:36:18+00:00,168,515,8595,False,2023-03-28 16:27:44+00:00, ukraine will receive modern mirage fighters intelligence online according to the publication france wants to bu ,,Twitter for Android,False,1,2023-03-28,Positive
Great Zimbabwe Loading....,1.64075e+18,Black Earth,"My tweets are mine, Comment at your own risk!
Manchester United Fan| Real Mdarid Fan| @WinkyD and @AlickMacheso Fan.",2021-05-24 20:53:59+00:00,1149,1373,21252,False,2023-03-28 16:27:25+00:00, us million gold money is missing in zimbabwe officially exported kg of gold to uae for us ,,Twitter for Android,False,1,2023-03-28,Negative
Blue Carbon,1.64075e+18,United Arab Emirates,"Under the patronage of the Private Office of His Highness Sheikh Ahmed Dalmook Al Maktoum, Blue Carbon was formed to create environmental assets, nature-based.",2022-09-29 08:33:21+00:00,42,0,1,False,2023-03-28 16:27:24+00:00,blue carbon and the republic of liberia through the ministry of finance and development planning signed a memoran ,,Twitter for iPhone,False,1,2023-03-28,Neutral
PE,1.64075e+18,"Houston, TX","Atheist & a soldier. 

Former Air Zim Avionics Engineer

Former Prince Edward School Boy.",2020-12-15 02:04:01+00:00,433,486,32436,False,2023-03-28 16:27:19+00:00, dear you reported that zimbabwe exported us billion gold worldwide in however united arab emirat ,,Twitter for Android,False,1,2023-03-28,Neutral
Love Luxury,1.64075e+18,"London, England","✨Knightsbridge✨ 💷 UK’s Most Trusted Luxury Buyers and Sellers 👜 Pre-Loved Handbags, Watches & Jewellery 📱 Interested in selling? 0203 888 8898",2021-07-04 20:13:15+00:00,43,46,11,False,2023-03-28 16:27:07+00:00,full video is on our youtube channel life of love luxury rixos uae entrepreneur loveluxury billionaire ,"['rixos', 'uae', 'entrepreneur', 'loveluxury', 'billionaire']",Twitter for iPhone,False,1,2023-03-28,Positive
EsperanzaProductions,1.64075e+18,"Dublin, Ireland",Bringing Assad To Justice will be released on Oct 6 - see trailer here https://t.co/PlmaPGyPTR and see Syria-The Impossible Revolution here https://t.co/s5EJhYJDKB,2013-08-22 11:29:17+00:00,1526,2770,20980,False,2023-03-28 16:27:07+00:00, after yrs making bringingassadtojustice this was painful reading as exposed cost of indifference for millions of syrian ,['BringingAssadToJustice'],Twitter for iPhone,False,1,2023-03-28,Negative
Mmcgt,1.64075e+18,,,2020-12-27 17:34:48+00:00,234,322,16468,False,2023-03-28 16:27:01+00:00, us million gold money is missing in zimbabwe officially exported kg of gold to uae for us ,,Twitter for Android,False,1,2023-03-28,Negative
EsperanzaProductions,1.64075e+18,"Dublin, Ireland",Bringing Assad To Justice will be released on Oct 6 - see trailer here https://t.co/PlmaPGyPTR and see Syria-The Impossible Revolution here https://t.co/s5EJhYJDKB,2013-08-22 11:29:17+00:00,1526,2770,20980,False,2023-03-28 16:26:55+00:00, beggars belief uae amp saudiarabia so damaged by captagon drug epidemic normalising assad when turned syria into narco ,"['UAE', 'SaudiArabia', 'Captagon', 'Assad', 'Syria']",Twitter for iPhone,False,1,2023-03-28,Neutral
EsperanzaProductions,1.64075e+18,"Dublin, Ireland",Bringing Assad To Justice will be released on Oct 6 - see trailer here https://t.co/PlmaPGyPTR and see Syria-The Impossible Revolution here https://t.co/s5EJhYJDKB,2013-08-22 11:29:17+00:00,1526,2770,20980,False,2023-03-28 16:26:52+00:00, remarkable presses on syria bizarre normalisation efforts by uae et al of assad when inflic ,"['Syria', 'UAE', 'Assad']",Twitter for iPhone,False,1,2023-03-28,Positive
David T 🇨🇴🇺🇦,1.64075e+18,Colombia,Following the war in Ukraine and providing all my support from Colombia. Worshipper of Sain Javelin. Donating from every paycheck to Ukrain charities.,2018-03-21 13:54:48+00:00,144,528,14420,False,2023-03-28 16:26:42+00:00, ukraine are likely to receive about modern mirage fighters which france plans to buy from the uae writes intel ,,Twitter for Android,False,1,2023-03-28,Positive
Sheila Fruman 💉💉💉💉💉#VoteBlue4Ever,1.64075e+18,"Manassas, VA","Love Champagne, Pinot Noir, & Italian🍾🍷wines. Philly sports fan. #FlyEaglesFly🦅  #RegisterToVote  #VoteBlue #VoteForOurLives Retired DoD 🇺🇲🇺🇦",2010-04-22 18:53:20+00:00,1864,1653,1074240,False,2023-03-28 16:26:24+00:00, aslund in the last us midterm elections the gop received mn in cark money amp democrats mn this money can come from a ,,Twitter for Android,False,1,2023-03-28,Neutral
ᴍᴜʜ𝚜ɪɴ 𝙼ᴜʜᴀᴍᴍᴀᴅ 🕊️,1.64075e+18,𝑀𝑎𝑙𝑎𝑝𝑝𝑢𝑟𝑎𝑚 𝑡𝑖𝑟𝑢r,"ᴛʜᴀʟᴀᴘᴀᴛʜʏ👑
             ʟᴀʟᴇᴛᴛᴀɴ_ᴍᴀᴍᴍᴜᴋᴀ⭐
 ᴀʟʟᴜ🤍",2021-06-21 19:34:33+00:00,149,254,175670,False,2023-03-28 16:26:23+00:00, goat lucifermovie overseas uae gcc ksa rowreported na uk australia a ,['LuciferMovie'],Twitter for Android,False,1,2023-03-28,Neutral
Dumbe Rue,1.64075e+18,,,2022-09-05 08:49:48+00:00,6,10,951,False,2023-03-28 16:26:23+00:00, yanoh moses kuria traveled to uae with a delegation of only to be met by two janitors who informed him that their leaders are too ,,Twitter for Android,False,1,2023-03-28,Neutral
Ram Kumar,1.64075e+18,,,2022-12-17 18:04:52+00:00,13,68,834,False,2023-03-28 16:26:18+00:00, blovenetwork is honoured to have had the opportunity to be the official title sponsor of the t series between afghanistan ,['blovenetwork'],Twitter for Android,False,1,2023-03-28,Neutral
Billy Rice,1.64075e+18,"Glasgow, Scotland",“I don’t believe in no sanity clause!”,2012-01-17 22:57:52+00:00,430,984,28970,False,2023-03-28 16:26:11+00:00, today rishisunak appointed gareth johnson as trade champion for the united arab emirates even tho the uae says we sho ,['RishiSunak'],Twitter for iPhone,False,1,2023-03-28,Neutral
Muhammad Hasan,1.64075e+18,,,2020-10-10 05:30:37+00:00,1,16,416,False,2023-03-28 16:26:09+00:00, truly sad to see andrew amp tristan tate are going to spend their first ramadan in jail i was really praying that they wou ,,Twitter Web App,False,1,2023-03-28,Negative
Pat Hahn 🇺🇦🇨🇦🇺🇸🇮🇱,1.64075e+18,,I’m not a bot or an emboldened account paid by politicians from either party. I keep a low count on followers on purpose. I follow certain media & individuals.,2022-12-01 20:39:13+00:00,106,242,28158,False,2023-03-28 16:26:00+00:00, aslund in the last us midterm elections the gop received mn in cark money amp democrats mn this money can come from a ,,Twitter for iPhone,False,1,2023-03-28,Neutral
⚔️,1.64075e+18,,"No pronouns, don’t address me at all.",2022-04-14 22:16:47+00:00,12,92,1963,False,2023-03-28 16:25:56+00:00, uae financed smear campaign against islamic relief charity report says ,,Twitter for iPhone,False,1,2023-03-28,Neutral
j𝓞ssy🍪🍪,1.64075e+18,Indonesia,2nd account @cutegoms88 ||Akun Hunter sekaligus akun bucin KAI🐻🤍 || Allahuma shali ala sayyidina Muhammad,2020-08-27 08:03:02+00:00,1427,3011,62355,False,2023-03-28 16:25:53+00:00, kai rover on spotify daily charts by country south korea singapore saudi arabia malay ,['KAI_Rover'],Twitter for Android,False,1,2023-03-28,Neutral
Hammad Official 🇵🇰🇵🇸,1.64075e+18,"Islamabad-PK,  UAE/Dubai",Alhumdulillah I'm Muslim🇵🇰 | Alhumdulillah Engaged 💞 | Owner at https://t.co/XEGKcyannU E-Shopping Spot | Youtuber | Quaid-e-Azam University | VA at Upwork & Fiver,2021-05-20 00:47:50+00:00,62,350,171,False,2023-03-28 16:25:50+00:00, shadab khan receives uae s golden visa pakistan uae ,"['Pakistan', 'UAE']",Twitter for Android,False,1,2023-03-28,Positive
Michel Krief,1.64075e+18,France,#1341,2017-01-12 16:13:24+00:00,2819,4997,21970,False,2023-03-28 16:25:34+00:00, mexico has formally applied for brics membership along with about other countries such as saudi arabia uae nigeria et ,,Twitter Web App,False,1,2023-03-28,Negative
Abdul Rashid,1.64075e+18,,AM your fan Sheikh Hamdan I want to meet you I ove fazza my dreem is sheikh hamdam bin Mohammed bin Rashid Al Makhdoom Dubai UAE sir please your help me my,2022-08-12 04:50:41+00:00,31,334,1648,False,2023-03-28 16:25:32+00:00, please your message prince hamdan bin mohammed dubai uae sir please,,Twitter for Android,False,1,2023-03-28,Neutral
Ali,1.64075e+18,Dubai,"Dubai Realtor, Pakistani by heart, Insafian by soul",2009-07-17 15:07:00+00:00,301,4965,399,False,2023-03-28 16:25:27+00:00, they can t even hold the western passport holders in uae forget the third world,,Twitter for iPhone,False,1,2023-03-28,Neutral
Permatech | Sustainable Water Solutions,1.64075e+18,"Dubai, United Arab Emirates","Water treatment solutions provider of environmentally conscious methods to process, treat, recover and reuse water. #waterfilters #filteredwater #Desalination",2015-09-25 09:42:50+00:00,456,75,516,False,2023-03-28 16:25:21+00:00,instant boiling water no waiting around uae boilingtap ,"['UAE', 'boilingtap']",Twitter for iPhone,False,1,2023-03-28,Neutral
ADVOCATE NAMITABH,1.64075e+18,"Mumbai, Thane and Pune","Just Another Human Like You In New Bharat ! !     

Advocate Practising Law In Courts and Helping Victims ! !",2008-09-07 15:25:11+00:00,1018,5001,217261,False,2023-03-28 16:25:19+00:00, keep a track on gulf finanical transactions inflow into karnataka especially from dubai uae and turkey private finanical ,,Twitter for Android,False,1,2023-03-28,Neutral
Tinashe,1.64075e+18,,,2016-02-03 19:50:03+00:00,759,2845,29883,False,2023-03-28 16:25:19+00:00, us million gold money is missing in zimbabwe officially exported kg of gold to uae for us ,,Twitter for Android,False,1,2023-03-28,Negative
Sandra SneddonHayman,1.64075e+18,London,Greenpeace/WWF member. Supporter Fox Project & Hillside Animal Sanctuary. #FBPA #FBPE #Rejoin 🇪🇺NHS💙🌈🇺🇦,2016-01-22 10:20:01+00:00,2358,2122,138221,False,2023-03-28 16:25:18+00:00, today rishisunak appointed gareth johnson as trade champion for the united arab emirates even tho the uae says we sho ,['RishiSunak'],Twitter for iPad,False,1,2023-03-28,Neutral
Abdul Rashid,1.64075e+18,,AM your fan Sheikh Hamdan I want to meet you I ove fazza my dreem is sheikh hamdam bin Mohammed bin Rashid Al Makhdoom Dubai UAE sir please your help me my,2022-08-12 04:50:41+00:00,31,334,1648,False,2023-03-28 16:25:12+00:00, alsamt please your message prince hamdan bin mohammed dubai uae sir please your message prince hamdan bin mo ,,Twitter for Android,False,1,2023-03-28,Neutral
MSO SOUTH ZONE,1.64075e+18,"Bengaluru, India","Karnataka, Tamilnadu, LD & AN Twitter A/C of @msoofindia Largest Body of #Muslim #Students & #Youths, promoting #Sufism, countering #Radicalism",2017-06-09 19:38:00+00:00,2188,227,32671,False,2023-03-28 16:25:04+00:00, sheikh zayed mosque abu dhabi one of the world s largest mosques sheikh zayed bin sultan al nahyan the founding foun ,,Twitter for Android,False,1,2023-03-28,Neutral
"YOU NEED ASSIGNMENT HELP?? ESSAYS, EXAM, HOMEWORK",1.64075e+18,24hr Assignment Help Service,"EMAIL: ozeroplagiarism@gmail.com.             
     
𝑷𝒂𝒚𝑷𝒂𝒍 
Cashapp 
𝒂𝒄𝒄𝒆𝒑𝒕𝒆𝒅!",2015-05-07 21:07:12+00:00,610,863,3276,False,2023-03-28 16:25:01+00:00, get online class homework exam help psychology literature sociology math spanish biology marketing philosophy program ,,Zlappo.com,False,1,2023-03-28,Neutral
