user_name,tweet_id,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,word
Loulan | SR 💎,1.64076E+18,,"love to create art related to architecture | FND◾️https://t.co/AjnXuGDF93 |         SR💎 https://t.co/AdaQLUZZg9 | Exhibited in Beijing, NYC soon",2021-12-24 06:07:45+00:00,3358,4647,71168,FALSE,2023-03-28 16:46:03+00:00,"RT @resatio: GM 💤
Just listed an artwork on @foundation 🌐

👁️ A Comedy of An Expensive Error 👁️
As seen in the ""Secret Room"" Exhibition at…",,Twitter for iPhone,FALSE,dubai
Neha Sharma,1.64076E+18,,Teacher by Profession,2023-03-21 03:11:11+00:00,1,5,46,FALSE,2023-03-28 16:46:01+00:00,RT @ITravellingtips: Goa is famous for its beaches and natural beauty. One flight has started from Goa to Dubai and another flight has star…,,Twitter Web App,FALSE,dubai
baba,1.64076E+18,kagoma north,"@NUP_UG
@HEBobiwine 
lowkey musoga. Political activist. Student of life.",2023-01-13 08:36:50+00:00,101,504,3576,FALSE,2023-03-28 16:45:47+00:00,@HustleKing01 Hope u remember dubai potty,,Twitter for Android,FALSE,dubai
Theo Janie,1.64076E+18,,,2023-02-25 20:03:49+00:00,13,23,0,FALSE,2023-03-28 16:45:36+00:00,"RT @spideycyp_155: Let there be light ~ @BinanceAcademy 

Another day, another university!!

Canadian University Dubai.
AUBH, 🇧🇭 
Instead,…",,Twitter Web App,FALSE,dubai
Nawal R.M,1.64076E+18,"Dubai, United Arab Emirates",Senior Journalist | Social & Digital Media |Content Writer,2015-09-27 14:42:54+00:00,568,637,8790,FALSE,2023-03-28 16:45:28+00:00,"Can you walk 1 billion steps? Since Ramadan is the month of blessing and forgiveness, Dubai authority announces new… https://t.co/ng7Y8PwVWR",,Twitter Web App,FALSE,dubai
My name is Positive,1.64076E+18,A Nigerian for now,"Jesus is my rock and I love Him so much, but no matter how much I love Him, He loves me more. mind you, He is my ROCK.",2011-02-11 14:09:14+00:00,1671,2830,20706,FALSE,2023-03-28 16:45:26+00:00,"RT @AreaFada1: Dubai wasn’t built by money, but by people who had vision.

Visionary Leaders produce wealth for their country.

 A Muslim n…",,Twitter for Android,FALSE,dubai
Elda Reatha,1.64076E+18,,,2023-02-25 20:04:45+00:00,13,22,0,FALSE,2023-03-28 16:45:18+00:00,"RT @spideycyp_155: Let there be light ~ @BinanceAcademy 

Another day, another university!!

Canadian University Dubai.
AUBH, 🇧🇭 
Instead,…",,Twitter Web App,FALSE,dubai
Online Packaging Marketplace,1.64076E+18,Global,"#1 Global Web Packaging Marketplace with Integrated Digital Payments, Trade Finance and Delivery. Join FREE!",2018-06-25 15:35:32+00:00,3207,3913,1718,FALSE,2023-03-28 16:45:06+00:00,Fespa updates on 2023 Expo and reveals new Dubai event: Fespa has revealed more information on what visitors will b… https://t.co/PT165qD0ri,,dlvr.it,FALSE,dubai
Dread man Dread man 🇨🇲🇳🇬🇲🇱,1.64076E+18,eating chicken wings,broke nigga here… add my psn plyking9 ig: dreadking90,2012-01-23 16:25:36+00:00,1829,2000,9497,FALSE,2023-03-28 16:45:02+00:00,"RT @BecauseMiami: ""It's smoke and mirrors. There's no real money here anymore,"" the former crypto exec, a third-generation Wall Streeter, s…",,Twitter for iPhone,FALSE,dubai
Marianne,1.64076E+18,,,2013-12-11 16:44:15+00:00,145,145,1901,FALSE,2023-03-28 16:44:55+00:00,"RT @BecauseMiami: ""It's smoke and mirrors. There's no real money here anymore,"" the former crypto exec, a third-generation Wall Streeter, s…",,Twitter for iPhone,FALSE,dubai
Torrie Tanja,1.64076E+18,,,2023-02-25 20:06:24+00:00,13,23,0,FALSE,2023-03-28 16:44:41+00:00,"RT @spideycyp_155: Let there be light ~ @BinanceAcademy 

Another day, another university!!

Canadian University Dubai.
AUBH, 🇧🇭 
Instead,…",,Twitter Web App,FALSE,dubai
Khadeejah❤️Ranveer,1.64076E+18,,@ranveerofficial is the artist for my heart’s paintings. 🎨💘,2017-11-20 20:58:40+00:00,983,173,18834,FALSE,2023-03-28 16:44:40+00:00,"@Ranveerswhore Yes he is in abu dubai, not dubai! He is shooting at the louvre musem…hope you get to meet him there 🫶🏾",,Twitter for iPhone,FALSE,dubai
Jads,1.64076E+18,,"FPL ⚽
💫 BOXING 🥊
💫 F1 🏎️
💫 CRYPTO 📉",2009-10-16 02:41:57+00:00,1504,518,2656,FALSE,2023-03-28 16:44:38+00:00,"@WatcherGuru I live in Dubai, which the currency is pegged to the $... 🇺🇸💵

Thoughts on what to do?

#Bitcoin… https://t.co/V4Mau8mXhy",['Bitcoin'],Twitter for Android,FALSE,dubai
ELODIBO,1.64076E+18,"Lagos state,Nigeria",🇳🇬. Telecom. Salesman. Arsenal. Husband. Father. Political. Incurable Optimist. Mentor. Coach . RTs≠Endorsement. #ProudlyEkiti,2013-09-26 09:46:28+00:00,1939,1780,165430,FALSE,2023-03-28 16:44:33+00:00,RT @Omojuwa: I am excited to join this constellation of change makers and icons at the 2023 edition of The International Women Leadership C…,,Twitter for Android,FALSE,dubai
Sporta Group,1.64076E+18,UK,"Official page for Sporta Group, Sporta Media and Sporta Tours. 

Worldwide sports management, media and tours services. #GoingFurther",2012-01-15 13:54:55+00:00,1756,823,3190,FALSE,2023-03-28 16:44:12+00:00,RT @HSCricket: Preparations are well underway for our ESFA final @FootballHampton at the Dubai Palm beach. https://t.co/sSE7oqiN97,,Twitter for iPhone,FALSE,dubai
Chewy Yorkie,1.64076E+18,,Twitter twat!,2012-05-19 20:11:40+00:00,504,1321,184002,FALSE,2023-03-28 16:44:02+00:00,"RT @BecauseMiami: ""It's smoke and mirrors. There's no real money here anymore,"" the former crypto exec, a third-generation Wall Streeter, s…",,Twitter for iPhone,FALSE,dubai
Rafaya Sufi,1.64076E+18,,,2009-04-22 08:06:42+00:00,6783,437,13327,FALSE,2023-03-28 16:43:59+00:00,"How is the weather in Dubai still so glorious? Lord, thank you 🫡",,Twitter for iPhone,FALSE,dubai
Pranav Jha,1.64076E+18,,"Keep the things simple ....



@rogerfederer ❤️😍",2020-04-29 08:16:42+00:00,74,358,70305,FALSE,2023-03-28 16:43:47+00:00,"RT @gigicat7_: At the start of 2011 season, Novak Djokovic won 41 matches in a row and seven titles: Australian Open, Dubai, Indian Wells,…",,Twitter for Android,FALSE,dubai
Yuri G. Rabinovich,1.64076E+18,"San Francisco, CA , USA",,2009-02-14 10:25:03+00:00,1229,1424,232,FALSE,2023-03-28 16:43:46+00:00,"RT @vntrcapital: Hello friends, 

Enjoy @vntrcapital  March 28 Newsletter https://t.co/n3rypnAaFo 
@ChangeXapp @paypolitan @WOWsummitWorld…",,Twitter for iPhone,FALSE,dubai
dubaiNFT,1.64076E+18,,"☦️🤝☪️ my dear Russia, I love you.",2021-08-02 23:07:03+00:00,98,120,191,FALSE,2023-03-28 16:43:46+00:00,@lily_lama99 @reklessX @jewel8504 @ElijahSchaffer I like that at least we still have freedom to disagree. 🫡,,Twitter for iPhone,FALSE,dubai
Allan Paul Perdomo,1.64076E+18,"Miami, FL",Retweeting great Resorts • Cruises • Travel blogs • Countries and Cities to Visit •       ✈️🚢🏖🎢⛳️ ⛷,2015-06-17 17:07:32+00:00,3198,4911,33600,FALSE,2023-03-28 16:43:45+00:00,"RT @visitdubai: A vibrant cultural scene, a massive historical heritage, amazing culinary experiences, and breathtaking vistas at every ste…",,Twitter for iPhone,FALSE,dubai
Wong Cilik Aja,1.64076E+18,,akun (@abangtikobaik)ke lock jadi bikin lagi kalau win untuk para host muhun tidak reror makasih,2023-01-31 06:53:17+00:00,43,2563,2353,FALSE,2023-03-28 16:43:22+00:00,"RT @PrimeXBT: 🌴 #ICYMI Check out our recap videos from 🇸🇬#Singapore and 🇦🇪#Dubai to relive the energy.

🤩 It's a must-watch for anyone who…","['ICYMI', 'Singapore', 'Dubai']",Twitter for Android,FALSE,dubai
Ipeh Latifah BigWin 💵💰freetag🍪,1.64076E+18,"Bekasi, Jawa Barat",,2017-01-05 05:12:06+00:00,92,5001,10985,FALSE,2023-03-28 16:43:15+00:00,"RT @PrimeXBT: 🌴 #ICYMI Check out our recap videos from 🇸🇬#Singapore and 🇦🇪#Dubai to relive the energy.

🤩 It's a must-watch for anyone who…","['ICYMI', 'Singapore', 'Dubai']",Twitter for Android,FALSE,dubai
kanwal noor,1.64076E+18,Canada,Owner,2019-05-21 18:35:54+00:00,37,292,2781,FALSE,2023-03-28 16:43:14+00:00,@DaneenQaiser I am also living in Dubai,,Twitter for iPhone,FALSE,dubai
MNR Talent and Skill Development Institute,1.64076E+18,"Dubai, United Arab Emirates","Leading training Institute for Exam
- IT-JEE-NEET-SAT-GMAT-GRE-TOEFL-IELTS, etc. 
- IATA Courses Online/Offline 
- 1000+ Students cleared exam.",2022-08-03 12:36:05+00:00,7,17,155,FALSE,2023-03-28 16:43:14+00:00,Take your anti-money laundering career to the next level with CAMS certification from MNR Institute. Our expert tra… https://t.co/NLMlHOJBh0,,Twitter Web App,FALSE,dubai
Mekury99,1.64076E+18,"lagos,naija","Ayam Xavier, Milan and Man City  blood💯
partime punter ⚽️,GG and over 2 merchant🤸
if it ain't making money u ain't making sense😍🤠🥳🔥🏆",2015-01-29 19:14:30+00:00,1525,5001,85553,FALSE,2023-03-28 16:43:04+00:00,"RT @AreaFada1: Dubai wasn’t built by money, but by people who had vision.

Visionary Leaders produce wealth for their country.

 A Muslim n…",,Twitter for Android,FALSE,dubai
stefanie1_sankt,1.64076E+18,,"HOST
Business/Paid Promote",2023-03-27 16:14:20+00:00,0,27,0,FALSE,2023-03-28 16:43:01+00:00,"I'm so lonely🙂
#usa #america #canada #uk #love #newyork #instagram #california #travel #instagood #fashion… https://t.co/3xDtsFi39N","['usa', 'america', 'canada', 'uk', 'love', 'newyork', 'instagram', 'california', 'travel', 'instagood', 'fashion']",Twitter Web App,FALSE,dubai
Hamad Al Qubaisi 🇦🇪,1.64076E+18,"Abu Dhabi, United Arab Emirate",أنا وبكل فخر من يوم ميلادي إماراتي وهذي الكلمه تكفيني,2015-01-09 18:29:14+00:00,4470,412,301,FALSE,2023-03-28 16:42:59+00:00,"RT @emirates: Our flagship A380 has touched down in Christchurch, marking the resumption of daily services from Dubai to Christchurch via S…",,Twitter for Android,FALSE,dubai
Penelope Marx,1.64076E+18,,,2023-02-25 19:56:17+00:00,13,22,0,FALSE,2023-03-28 16:42:55+00:00,"RT @spideycyp_155: Let there be light ~ @BinanceAcademy 

Another day, another university!!

Canadian University Dubai.
AUBH, 🇧🇭 
Instead,…",,Twitter Web App,FALSE,dubai
Segun Abdulazeez,1.64076E+18,"Abuja, Nigeria","I am ambitious and driven. I thrive on challenge and constantly set goals for myself, so I have something to strive toward.",2020-07-03 16:35:18+00:00,703,4991,43040,FALSE,2023-03-28 16:42:53+00:00,"RT @HuntellaDotNet: huntella offers certified used PS5
with extra controller N500,000 [not dubai region3 sold by others]
new DualSense Cont…",,Twitter for Android,FALSE,dubai
emmychoke,1.64076E+18,"Benin-City, Nigeria","NEGATIVE opinion of people about YOU, should never define YOU. Always give them reasons to be surprised..🤗🤗🤗",2017-10-14 20:21:53+00:00,187,196,10908,FALSE,2023-03-28 16:42:47+00:00,"RT @alumotis63: Igbos have started investing homeward, because Lagos is CONGESTED.
New Dubai loading https://t.co/qU0tMhAeec",,Twitter for Android,FALSE,dubai
Mohamed Al Ali,1.64076E+18,,‏‏‏‏‏Go Dolphins 🏈🐬🏈🐬🏈🐬🏈🤲Don't look back you are not going that way. ننطلق إلى الأمام، وإلى,2020-01-16 16:29:48+00:00,334,335,85896,FALSE,2023-03-28 16:42:39+00:00,"RT @emirates: Our flagship A380 has touched down in Christchurch, marking the resumption of daily services from Dubai to Christchurch via S…",,Twitter for Android,FALSE,dubai
john Henry,1.64076E+18,,,2023-02-09 09:02:08+00:00,3,49,13,FALSE,2023-03-28 16:42:33+00:00,"RT @AreaFada1: Dubai wasn’t built by money, but by people who had vision.

Visionary Leaders produce wealth for their country.

 A Muslim n…",,Twitter for iPhone,FALSE,dubai
Robin Gordon-Farleigh,1.64076E+18,"Dubai, United Arab Emirates",Founding Partner @manaraglobal | Ex comms strategist @10DowningStreet who oversaw the UK Govt Grid 11-17 | PR Week PowerBook Middle East |Views are my own.,2013-01-27 11:53:35+00:00,2725,4943,17791,FALSE,2023-03-28 16:42:28+00:00,"RT @ManaraGlobal: As we look ahead to #COP28 in #Dubai, #UAE let's remember the power of effective communication in driving sustainable cha…","['COP28', 'Dubai', 'UAE']",Twitter for iPhone,FALSE,dubai
Stonemart™,1.64076E+18,India,"Stonemart™ India is a manufacturer and exporter of natural stone products like Buddha statue, stone fountain, etc. for landscaping, garden decor, interior decor",2013-09-03 05:55:06+00:00,118,77,302,FALSE,2023-03-28 16:42:20+00:00,"Granite boulder #WaterFeature sold to #Coimbatore, #TamilNadu from #Stonemart™ 
https://t.co/Idgg8t6n7P… https://t.co/EgZ8XA1vtw","['WaterFeature', 'Coimbatore', 'TamilNadu', 'Stonemart']",Twitter Web App,FALSE,dubai
MarkQuarter,1.64076E+18,,Quarterly market news coverage,2015-07-16 04:46:29+00:00,659,4997,70182,FALSE,2023-03-28 16:42:15+00:00,RT @Fareeha_Butt23: He said that the Mall of Srinagar &amp; allied projects with the Govt of Dubai will bring economic growth of #J&amp;K and will…,['J'],Twitter Web App,FALSE,dubai
RunningSurfNFT,1.64076E+18,,Love hip hop and adventure games. I research crypto on my toilet seat,2022-11-15 00:50:20+00:00,44,45,405,FALSE,2023-03-28 16:42:11+00:00,"RT @BinanceArabic: We are excited to share some photos from the Binance Beach Cleanup in Bahrain &amp; Dubai.

We had a combined number of over…",,Twitter Web App,FALSE,dubai
yasmeen,1.64076E+18,,,2018-12-23 11:06:02+00:00,6,38,1491,FALSE,2023-03-28 16:42:09+00:00,"RT @DubaiPoliceHQ: #News | Dubai Police Arrest 25 Beggars during First Five Days of Ramadan

Details:

https://t.co/hnxGl0Flsb

#YourSecuri…",['News'],Twitter for Android,FALSE,dubai
revolutionery,1.64076E+18,"Nairobi, Kenya",revolutionery fighting for freedom of all african people,2022-01-05 10:18:39+00:00,2914,2871,31555,FALSE,2023-03-28 16:42:07+00:00,The 100-plus-bed Kings College Hospital London Dubai boasts of over 180 years of specialized medical care to a wide… https://t.co/F3Mn0HVUHD,,Twitter for iPhone,FALSE,dubai
JITENDRA AGRAWALLA,1.64076E+18,"भुवनेश्वर, भारत",,2020-04-29 10:22:21+00:00,24,121,353,FALSE,2023-03-28 16:42:06+00:00,"RT @uttammo79823075: Indigo to begin direct international flights from Bhubaneswar to Dubai, Singapore and Bangkok https://t.co/6C0H8693St…",,Twitter for Android,FALSE,dubai
God's Own,1.64076E+18,"Ikorodu, Nigeria","Well, its all choked up with an awesome personality..
Good to some, better to others and best to few.
I remain my humble self.",2015-04-16 20:24:32+00:00,102,90,15424,FALSE,2023-03-28 16:42:03+00:00,"RT @AreaFada1: Dubai wasn’t built by money, but by people who had vision.

Visionary Leaders produce wealth for their country.

 A Muslim n…",,Twitter for Android,FALSE,dubai
revolutionery,1.64076E+18,"Nairobi, Kenya",revolutionery fighting for freedom of all african people,2022-01-05 10:18:39+00:00,2914,2871,31555,FALSE,2023-03-28 16:42:01+00:00,"This has come as a result of a  partnership with a Dubai hospital.
This comes in handy especially putting in mind t… https://t.co/xncZc2QTM1",,Twitter for iPhone,FALSE,dubai
revolutionery,1.64076E+18,"Nairobi, Kenya",revolutionery fighting for freedom of all african people,2022-01-05 10:18:39+00:00,2914,2871,31555,FALSE,2023-03-28 16:42:00+00:00,A Dubai hospital has sealed a partnership arrangement that would see Patients will now receive local consultation i… https://t.co/zjy35edOur,,Twitter for iPhone,FALSE,dubai
莉力🇨🇦,1.64076E+18,,只想在文明的语境中听到别人的声音，也发出自己内心的声音…,2017-03-05 19:36:10+00:00,4280,442,74600,FALSE,2023-03-28 16:41:58+00:00,"@dubai_nft @reklessX @jewel8504 @ElijahSchaffer As a Vancouver citizen, I don’t agree with you.",,Twitter for iPhone,FALSE,dubai
Trilochan Routray,1.64076E+18,"Bhubaneshwar, India",Trlochan routray fire 🔥 dcpo kiit.kiss.kims,2022-03-11 11:31:26+00:00,9,11,1853,FALSE,2023-03-28 16:41:46+00:00,RT @achyuta_samanta: Some precious moments with two personalities who need no introduction - Mr @ShekharKapur and Mr @SDhawan25 at the Indi…,,Twitter for Android,FALSE,dubai
Owen Hendrick,1.64076E+18,,,2023-01-03 05:02:30+00:00,9,42,7,FALSE,2023-03-28 16:41:46+00:00,"Before the sunset......... Dubai
#dubai #boylove #m2m #dubaiboys #boyrainbow #rainbow #grinder https://t.co/YnwExdMQt6","['dubai', 'boylove', 'm2m', 'dubaiboys', 'boyrainbow', 'rainbow', 'grinder']",Twitter for Android,FALSE,dubai
wangy wangy,1.64076E+18,United States,"Normal life? What is it?
- Toga Himiko (My Hero Academia).
#huntergiveaway.",2022-12-10 20:36:43+00:00,83,2723,3440,FALSE,2023-03-28 16:41:39+00:00,"RT @PrimeXBT: 🌴 #ICYMI Check out our recap videos from 🇸🇬#Singapore and 🇦🇪#Dubai to relive the energy.

🤩 It's a must-watch for anyone who…","['ICYMI', 'Singapore', 'Dubai']",Twitter for Android,FALSE,dubai
Obi nna,1.64076E+18,,"Life is not fair but it's still good ✨💫
A medic 🩺🧬🔬💉
A lover of football ⚽",2022-02-28 16:21:52+00:00,488,693,32121,FALSE,2023-03-28 16:41:35+00:00,"RT @AreaFada1: Dubai wasn’t built by money, but by people who had vision.

Visionary Leaders produce wealth for their country.

 A Muslim n…",,Twitter for iPhone,FALSE,dubai
Jeanne Gita,1.64076E+18,,,2023-02-25 19:44:44+00:00,13,21,0,FALSE,2023-03-28 16:41:30+00:00,"RT @spideycyp_155: Let there be light ~ @BinanceAcademy 

Another day, another university!!

Canadian University Dubai.
AUBH, 🇧🇭 
Instead,…",,Twitter Web App,FALSE,dubai
Billhausen,1.64076E+18,954/305.,A Kite Dancing in a Hurricane.                 🤘⚓👀❌,2009-05-19 19:27:45+00:00,1812,889,108,FALSE,2023-03-28 16:41:27+00:00,"RT @BecauseMiami: ""It's smoke and mirrors. There's no real money here anymore,"" the former crypto exec, a third-generation Wall Streeter, s…",,Twitter for Android,FALSE,dubai
Marines Ron,1.64076E+18,"Mexicali, Mexico","Desiciones correctas, Haran tu vida ideal ^.^",2011-04-26 13:02:43+00:00,134,108,28,FALSE,2023-03-28 16:41:26+00:00,"@dubai_nft @pacific_noble @HoggcastM @ElijahSchaffer Mate, not sure what brand of media kool aid you've been drinki… https://t.co/Syhk4csZc1",,Twitter Web App,FALSE,dubai
🦍🦍The GREAT GATSBY 🦍🦍🦍🦍,1.64076E+18,"Texas, USA",THE BEAST OF NO NATION,2019-01-22 21:18:12+00:00,547,5000,11064,FALSE,2023-03-28 16:41:19+00:00,"RT @AreaFada1: Dubai wasn’t built by money, but by people who had vision.

Visionary Leaders produce wealth for their country.

 A Muslim n…",,Twitter for iPhone,FALSE,dubai
miki misses bp,1.64076E+18,Kissland ,My notifs filtered I ain’t see shit BORNPINK 🇹🇭🇲🇾🇸🇬,2019-11-16 20:51:18+00:00,521,294,67603,FALSE,2023-03-28 16:41:15+00:00,Shat so hard even Dubai couldn’t take her  https://t.co/rDrDX5PKoA,,Twitter for iPhone,FALSE,dubai
sensitive thugg🦍,1.64076E+18,"Durban, South Africa","Genuine🌻 2X graduate 👩‍🎓
Ig: _taydowjobe",2020-04-17 17:56:53+00:00,254,546,37168,FALSE,2023-03-28 16:41:12+00:00,"RT @LoveFoodYola: For anyone who's cohabitated. 

At which point in the relationship did come to this decision? 

I know a couple who moved…",,Twitter for Android,FALSE,dubai
#BRG,1.64076E+18,"Dharmavaram, India",#crypto #NFT #defi #community,2022-02-23 18:10:13+00:00,4,106,38,FALSE,2023-03-28 16:41:12+00:00,"RT @PrimeXBT: 🌴 #ICYMI Check out our recap videos from 🇸🇬#Singapore and 🇦🇪#Dubai to relive the energy.

🤩 It's a must-watch for anyone who…","['ICYMI', 'Singapore', 'Dubai']",Twitter for Android,FALSE,dubai
【S】,1.64076E+18,,ᴍᴀᴋᴇ ʜᴀᴘᴘɪɴᴇꜱꜱ ᴀ ᴘʀɪᴏʀɪᴛʏ✿⁠,2019-11-23 13:30:28+00:00,22472,142,8888,FALSE,2023-03-28 16:41:11+00:00,RT @minifizzz: Dubai is Asthetically Beautiful 🥺♥️ https://t.co/O0EXB7e2Gq,,Twitter for Android,FALSE,dubai
Riyad Ahmed,1.64076E+18,,,2022-11-10 23:56:52+00:00,173,172,8,FALSE,2023-03-28 16:41:07+00:00,"RT @PrimeXBT: 🌴 #ICYMI Check out our recap videos from 🇸🇬#Singapore and 🇦🇪#Dubai to relive the energy.

🤩 It's a must-watch for anyone who…","['ICYMI', 'Singapore', 'Dubai']",Twitter Web App,FALSE,dubai
Rubina Mohsin,1.64076E+18,United Arab Emirates 🇦🇪,"Only DEEPVEER matter to me that's it!!
And all you drugbeer fans who are here to stalk, GO FCK YOURSELF AND YOUR IDOL 😌",2022-11-05 07:51:23+00:00,39,100,1272,FALSE,2023-03-28 16:41:01+00:00,"@KhadeejahRS But Yas Island is located in Abu Dhabi not Dubai
I'm confused 😭
If he's in Dubai I can at least think of trying to meet him 🥹🫶🏻",,Twitter for Android,FALSE,dubai
Juan Salazar,1.64076E+18,"Hollywood, Florida","Hi My Name Is Juan, But No Need For Introductions, I've Read About Girls Like You On The Back Of Toilet Doors.",2010-01-23 03:11:15+00:00,110,107,32,FALSE,2023-03-28 16:41:00+00:00,"From WEB3 information to private communication, from interest to life
 Every second of yours is protected by encryp… https://t.co/Dhfmc237gZ",,Twitter Web App,FALSE,dubai
Motilal dayma,1.64076E+18,"भोपाल, भारत","😊kabhi Tumhe Milu To Mujhe Bhi Bta dena 

Bhot dino se Talash he mujhe meri😊
#Gulzar💫",2014-07-20 19:51:51+00:00,100,37,288,FALSE,2023-03-28 16:40:59+00:00,"Before ligament surgery ☺️🙌

🇮🇳❤️Live With Your Great Indian History❤️🇮🇳
@DGP_MP @narendramodi
#police #India… https://t.co/y1aEDB9NMA","['police', 'India']",Twitter for Android,FALSE,dubai
Jeremiah,1.64076E+18,"Laurel, MD",USA based Irish Racehorse Trainer. Currently based at Laurel Park. Always looking for that winning feeling. #getinvolved,2011-10-03 18:27:49+00:00,2325,2017,20234,FALSE,2023-03-28 16:40:47+00:00,"RT @RacingDubai: Our Dubai Golden Shaheen winner is one cool customer! 

#DWC23 #dailySibelius 

 https://t.co/x16p2ZumJG","['DWC23', 'dailySibelius']",Twitter for iPhone,FALSE,dubai
Iroanya Kingsley C.,1.64076E+18,,,2018-12-20 06:19:31+00:00,73,258,49,FALSE,2023-03-28 16:40:42+00:00,"@redcap_blondie This man is a collosal failure, I remember when he visited Abia State on PDP evaluation mission whe… https://t.co/e2daTYVKnL",,Twitter for Android,FALSE,dubai
SATOSHI BOY????,1.64076E+18,in the Metaverse,"We are podiatrists who are passionate about great quality foot care, specialists in the foot and lower limb 👣",2022-11-07 23:47:52+00:00,8,8,0,FALSE,2023-03-28 16:40:35+00:00,"RT @FarcanaOfficial: Check out our drip merch available tomorrow at the @AIBCsummit event in Dubai.

Visit us at the booth, try out the Pre…",,Twitter Web App,FALSE,dubai
soji ajayi,1.64076E+18,,,2010-11-13 15:05:09+00:00,55,169,5679,FALSE,2023-03-28 16:40:29+00:00,"RT @AreaFada1: Dubai wasn’t built by money, but by people who had vision.

Visionary Leaders produce wealth for their country.

 A Muslim n…",,Twitter for iPhone,FALSE,dubai
Nizar karimi,1.64076E+18,,,2023-02-01 00:19:34+00:00,96,46,2196,FALSE,2023-03-28 16:40:11+00:00,"RT @BinanceArabic: We are excited to share some photos from the Binance Beach Cleanup in Bahrain &amp; Dubai.

We had a combined number of over…",,Twitter for iPhone,FALSE,dubai
Prof. Charles Xevier,1.64076E+18,Global,In a World Where You can be anything - Be Kind,2011-08-25 14:34:56+00:00,208,169,18160,FALSE,2023-03-28 16:40:08+00:00,"RT @bhattacharyas83: This is a Real Sheikh in #Dubai 
#TrillionareLife
#FridayThoughts
😮😮😮 https://t.co/mJekBMpzHI","['Dubai', 'TrillionareLife', 'FridayThoughts']",Twitter for Android,FALSE,dubai
Christopher Nevermind,1.64076E+18,,,2023-02-24 18:01:26+00:00,3,35,381,FALSE,2023-03-28 16:40:05+00:00,"RT @AreaFada1: Dubai wasn’t built by money, but by people who had vision.

Visionary Leaders produce wealth for their country.

 A Muslim n…",,Twitter for Android,FALSE,dubai
Ashlee Hedy,1.64076E+18,,,2023-02-25 19:42:38+00:00,13,23,0,FALSE,2023-03-28 16:39:59+00:00,"RT @spideycyp_155: Let there be light ~ @BinanceAcademy 

Another day, another university!!

Canadian University Dubai.
AUBH, 🇧🇭 
Instead,…",,Twitter Web App,FALSE,dubai
Pejuang Duit Gratisan,1.64076E+18,"Kalimantan Barat, Indonesia","0wner : https://t.co/qaCxbMrE26

Ambassador | Influencer Honeywood 🇲🇨",2019-08-05 13:22:03+00:00,238,2409,2288,FALSE,2023-03-28 16:39:58+00:00,"RT @damex_io: We kicked off the conference season this year at IFX Dubai! 🌃
Our Chief Commercial Officer met with clients, old and new and…",,Twitter for Android,FALSE,dubai
sage,1.64076E+18,,computer science,2022-11-09 10:05:49+00:00,13,58,3999,FALSE,2023-03-28 16:39:54+00:00,"RT @MuloiwaThendo: Paying R10 for a Jager and R15 for a savanna. Listening to:
Nana Thula
Jobe
Labantwana Ama Uber
Vula Vala
Dubai 
Sandton…",,Twitter for iPhone,FALSE,dubai
BMS | Yukimura,1.64076E+18,,,2011-01-09 01:51:53+00:00,1767,817,104591,FALSE,2023-03-28 16:39:53+00:00,"RT @VslashEsports: We are very happy to be part of  #TWT2023 thanks @BNEesports for the opportunity.
Welcome to Dubai in June ☀️
#SlashnDas…",['TWT2023'],Twitter Web App,FALSE,dubai
GroveC4life🇿🇦,1.64076E+18,"Johannesburg, South Africa","Travel,Live,Love",2021-02-04 11:24:51+00:00,175,316,10210,FALSE,2023-03-28 16:39:49+00:00,"RT @SAFEMOO52547340: 🚨LATEST NEWS 🚨
Blockchain! #GroveBlockchain launch date 10th of April!!!!

#Blockchain #Avalanche #Polygon #Solana #Sh…","['GroveBlockchain', 'Blockchain', 'Avalanche', 'Polygon', 'Solana']",Twitter for Android,FALSE,dubai
ƒαιzι тωιтѕ ♡,1.64076E+18,പാലക്കാട്‌ ,𝙑𝙞𝙟𝙖𝙮 - 𝙇𝙖𝙡𝙚𝙩𝙩𝙖𝙣 - 𝙈𝙎𝘿 - 𝘿𝙌 - 𝘼𝙣𝙞𝙧𝙪𝙙𝙝 - 𝙍𝙞𝙩𝙪 𝙑𝙖𝙧𝙢𝙖 ✨️ | Keralite 💚 | 𝓜𝓮𝓵𝓸𝓹𝓱𝓲𝓵𝓮 🎶 | Cinema 🎬,2020-07-26 11:01:16+00:00,10396,9672,74750,FALSE,2023-03-28 16:39:44+00:00,"Never thought of going outside India

If there is one then it's Dubai https://t.co/3Cb2EiCh4t",,Twitter for Android,FALSE,dubai
Laura_Ayanda_,1.64076E+18,"Pretoria, South Africa",2 city girls sharing this account | Hoes for food,2012-02-24 10:17:39+00:00,983,742,65178,FALSE,2023-03-28 16:39:38+00:00,"RT @LoveFoodYola: For anyone who's cohabitated. 

At which point in the relationship did come to this decision? 

I know a couple who moved…",,Twitter for Android,FALSE,dubai
Leila Otelia,1.64076E+18,,,2023-02-25 19:34:47+00:00,13,22,0,FALSE,2023-03-28 16:39:25+00:00,"RT @spideycyp_155: Let there be light ~ @BinanceAcademy 

Another day, another university!!

Canadian University Dubai.
AUBH, 🇧🇭 
Instead,…",,Twitter Web App,FALSE,dubai
